state,district,month,child_enrolments,adult_enrolments,total_enrolments
Uttar Pradesh,Ballia,2025-11,1766.0,1167.0,2933.0
Uttar Pradesh,Ballia,2025-12,1632.0,861.0,2493.0
Uttar Pradesh,Balrampur,2025-01,37595.0,20178.0,57773.0
Uttar Pradesh,Balrampur,2025-02,1378.0,670.0,2048.0
Uttar Pradesh,Balrampur,2025-03,1422.0,797.0,2219.0
Uttar Pradesh,Balrampur,2025-04,900.0,670.0,1570.0
Uttar Pradesh,Balrampur,2025-05,738.0,460.0,1198.0
Uttar Pradesh,Balrampur,2025-06,1180.0,634.0,1814.0
Uttar Pradesh,Balrampur,2025-07,606.0,348.0,954.0
Uttar Pradesh,Balrampur,2025-08,731.0,501.0,1232.0
Uttar Pradesh,Balrampur,2025-09,1120.0,617.0,1737.0
Uttar Pradesh,Balrampur,2025-10,1012.0,624.0,1636.0
Uttar Pradesh,Balrampur,2025-11,1566.0,868.0,2434.0
Uttar Pradesh,Balrampur,2025-12,1347.0,750.0,2097.0
Uttar Pradesh,Banda,2025-01,36643.0,21294.0,57937.0
Uttar Pradesh,Banda,2025-02,1191.0,760.0,1951.0
Uttar Pradesh,Banda,2025-03,1051.0,698.0,1749.0
Uttar Pradesh,Banda,2025-04,674.0,448.0,1122.0
Uttar Pradesh,Banda,2025-05,453.0,302.0,755.0
Uttar Pradesh,Banda,2025-06,949.0,574.0,1523.0
Uttar Pradesh,Banda,2025-07,447.0,326.0,773.0
Uttar Pradesh,Banda,2025-08,617.0,369.0,986.0
Uttar Pradesh,Banda,2025-09,896.0,631.0,1527.0
Uttar Pradesh,Banda,2025-10,853.0,608.0,1461.0
Uttar Pradesh,Banda,2025-11,910.0,725.0,1635.0
Uttar Pradesh,Banda,2025-12,1023.0,559.0,1582.0
Uttar Pradesh,Bara Banki,2025-01,69781.0,31507.0,101288.0
Uttar Pradesh,Bara Banki,2025-02,2424.0,1172.0,3596.0
Uttar Pradesh,Bara Banki,2025-03,2352.0,1124.0,3476.0
Uttar Pradesh,Bara Banki,2025-04,1270.0,782.0,2052.0
Uttar Pradesh,Bara Banki,2025-05,612.0,386.0,998.0
Uttar Pradesh,Bara Banki,2025-06,1862.0,936.0,2798.0
Uttar Pradesh,Bara Banki,2025-07,786.0,477.0,1263.0
Uttar Pradesh,Bara Banki,2025-08,1197.0,600.0,1797.0
Uttar Pradesh,Bara Banki,2025-09,1657.0,957.0,2614.0
Uttar Pradesh,Bara Banki,2025-10,1724.0,797.0,2521.0
Uttar Pradesh,Bara Banki,2025-11,2468.0,1106.0,3574.0
Uttar Pradesh,Bara Banki,2025-12,2285.0,872.0,3157.0
Uttar Pradesh,Barabanki,2025-01,362.0,1637.0,1999.0
Uttar Pradesh,Barabanki,2025-02,26.0,113.0,139.0
Uttar Pradesh,Barabanki,2025-03,21.0,96.0,117.0
Uttar Pradesh,Barabanki,2025-04,10.0,71.0,81.0
Uttar Pradesh,Barabanki,2025-05,6.0,42.0,48.0
Uttar Pradesh,Barabanki,2025-06,19.0,72.0,91.0
Uttar Pradesh,Barabanki,2025-07,8.0,62.0,70.0
Uttar Pradesh,Barabanki,2025-08,18.0,55.0,73.0
Uttar Pradesh,Barabanki,2025-09,14.0,82.0,96.0
Uttar Pradesh,Barabanki,2025-10,17.0,82.0,99.0
Uttar Pradesh,Barabanki,2025-11,28.0,90.0,118.0
Uttar Pradesh,Barabanki,2025-12,26.0,84.0,110.0
Uttar Pradesh,Bareilly,2025-01,107931.0,39043.0,146974.0
Uttar Pradesh,Bareilly,2025-02,3387.0,1848.0,5235.0
Uttar Pradesh,Bareilly,2025-03,3033.0,1768.0,4801.0
Uttar Pradesh,Bareilly,2025-04,1365.0,1036.0,2401.0
Uttar Pradesh,Bareilly,2025-05,988.0,643.0,1631.0
Uttar Pradesh,Bareilly,2025-06,2174.0,1281.0,3455.0
Uttar Pradesh,Bareilly,2025-07,1128.0,691.0,1819.0
Uttar Pradesh,Bareilly,2025-08,1430.0,900.0,2330.0
Uttar Pradesh,Bareilly,2025-09,2106.0,1371.0,3477.0
Uttar Pradesh,Bareilly,2025-10,2643.0,1538.0,4181.0
Uttar Pradesh,Bareilly,2025-11,3335.0,1648.0,4983.0
Uttar Pradesh,Bareilly,2025-12,3284.0,1412.0,4696.0
Uttar Pradesh,Basti,2025-01,41908.0,24224.0,66132.0
Uttar Pradesh,Basti,2025-02,1367.0,782.0,2149.0
Uttar Pradesh,Basti,2025-03,1375.0,946.0,2321.0
Uttar Pradesh,Basti,2025-04,873.0,609.0,1482.0
Uttar Pradesh,Basti,2025-05,531.0,352.0,883.0
Uttar Pradesh,Basti,2025-06,1228.0,641.0,1869.0
Uttar Pradesh,Basti,2025-07,486.0,345.0,831.0
Uttar Pradesh,Basti,2025-08,805.0,513.0,1318.0
Uttar Pradesh,Basti,2025-09,1059.0,690.0,1749.0
Uttar Pradesh,Basti,2025-10,1044.0,596.0,1640.0
Uttar Pradesh,Basti,2025-11,1305.0,787.0,2092.0
Uttar Pradesh,Basti,2025-12,1239.0,719.0,1958.0
Uttar Pradesh,Bhadohi,2025-01,2100.0,2045.0,4145.0
Uttar Pradesh,Bhadohi,2025-02,86.0,44.0,130.0
Uttar Pradesh,Bhadohi,2025-03,73.0,55.0,128.0
Uttar Pradesh,Bhadohi,2025-04,47.0,30.0,77.0
Uttar Pradesh,Bhadohi,2025-05,28.0,28.0,56.0
Uttar Pradesh,Bhadohi,2025-06,55.0,40.0,95.0
Uttar Pradesh,Bhadohi,2025-07,12.0,19.0,31.0
Uttar Pradesh,Bhadohi,2025-08,42.0,40.0,82.0
Uttar Pradesh,Bhadohi,2025-09,63.0,38.0,101.0
Uttar Pradesh,Bhadohi,2025-10,56.0,35.0,91.0
Uttar Pradesh,Bhadohi,2025-11,89.0,64.0,153.0
Uttar Pradesh,Bhadohi,2025-12,72.0,35.0,107.0
Uttar Pradesh,Bijnor,2025-01,93779.0,44493.0,138272.0
Uttar Pradesh,Bijnor,2025-02,2457.0,1498.0,3955.0
Uttar Pradesh,Bijnor,2025-03,2043.0,1478.0,3521.0
Uttar Pradesh,Bijnor,2025-04,1473.0,1204.0,2677.0
Uttar Pradesh,Bijnor,2025-05,1039.0,860.0,1899.0
Uttar Pradesh,Bijnor,2025-06,1997.0,1337.0,3334.0
Uttar Pradesh,Bijnor,2025-07,1105.0,788.0,1893.0
Uttar Pradesh,Bijnor,2025-08,1242.0,914.0,2156.0
Uttar Pradesh,Bijnor,2025-09,1629.0,1232.0,2861.0
Uttar Pradesh,Bijnor,2025-10,1901.0,1397.0,3298.0
Uttar Pradesh,Bijnor,2025-11,2227.0,1400.0,3627.0
Uttar Pradesh,Bijnor,2025-12,2516.0,1394.0,3910.0
Uttar Pradesh,Budaun,2025-01,44453.0,18516.0,62969.0
Uttar Pradesh,Budaun,2025-02,1950.0,826.0,2776.0
Uttar Pradesh,Budaun,2025-03,1781.0,820.0,2601.0
Uttar Pradesh,Budaun,2025-04,970.0,541.0,1511.0
Uttar Pradesh,Budaun,2025-05,713.0,406.0,1119.0
Uttar Pradesh,Budaun,2025-06,1201.0,541.0,1742.0
Uttar Pradesh,Budaun,2025-07,593.0,397.0,990.0
Uttar Pradesh,Budaun,2025-08,775.0,381.0,1156.0
Uttar Pradesh,Budaun,2025-09,1350.0,682.0,2032.0
Uttar Pradesh,Budaun,2025-10,1225.0,570.0,1795.0
Uttar Pradesh,Budaun,2025-11,1683.0,847.0,2530.0
Uttar Pradesh,Budaun,2025-12,1655.0,642.0,2297.0
Uttar Pradesh,Bulandshahar,2025-01,2.0,6.0,8.0
Uttar Pradesh,Bulandshahar,2025-02,0.0,7.0,7.0
Uttar Pradesh,Bulandshahar,2025-03,2.0,8.0,10.0
Uttar Pradesh,Bulandshahar,2025-04,1.0,4.0,5.0
Uttar Pradesh,Bulandshahar,2025-05,1.0,4.0,5.0
Uttar Pradesh,Bulandshahar,2025-06,2.0,7.0,9.0
Uttar Pradesh,Bulandshahar,2025-07,0.0,5.0,5.0
Uttar Pradesh,Bulandshahar,2025-08,2.0,4.0,6.0
Uttar Pradesh,Bulandshahar,2025-09,4.0,6.0,10.0
Uttar Pradesh,Bulandshahar,2025-10,0.0,8.0,8.0
Uttar Pradesh,Bulandshahar,2025-11,3.0,3.0,6.0
Uttar Pradesh,Bulandshahar,2025-12,3.0,4.0,7.0
Uttar Pradesh,Bulandshahr,2025-01,86974.0,28878.0,115852.0
Uttar Pradesh,Bulandshahr,2025-02,3040.0,1063.0,4103.0
Uttar Pradesh,Bulandshahr,2025-03,2401.0,890.0,3291.0
Uttar Pradesh,Bulandshahr,2025-04,1252.0,645.0,1897.0
Uttar Pradesh,Bulandshahr,2025-05,1029.0,489.0,1518.0
Uttar Pradesh,Bulandshahr,2025-06,1849.0,833.0,2682.0
Uttar Pradesh,Bulandshahr,2025-07,977.0,471.0,1448.0
Uttar Pradesh,Bulandshahr,2025-08,1214.0,609.0,1823.0
Uttar Pradesh,Bulandshahr,2025-09,1885.0,851.0,2736.0
Uttar Pradesh,Bulandshahr,2025-10,1576.0,693.0,2269.0
Uttar Pradesh,Bulandshahr,2025-11,2294.0,908.0,3202.0
Uttar Pradesh,Bulandshahr,2025-12,2264.0,849.0,3113.0
Uttar Pradesh,Chandauli,2025-01,40190.0,17608.0,57798.0
Uttar Pradesh,Chandauli,2025-02,1114.0,579.0,1693.0
Uttar Pradesh,Chandauli,2025-03,1105.0,645.0,1750.0
Uttar Pradesh,Chandauli,2025-04,577.0,408.0,985.0
Uttar Pradesh,Chandauli,2025-05,397.0,266.0,663.0
Uttar Pradesh,Chandauli,2025-06,847.0,539.0,1386.0
Uttar Pradesh,Chandauli,2025-07,304.0,233.0,537.0
Uttar Pradesh,Chandauli,2025-08,714.0,399.0,1113.0
Uttar Pradesh,Chandauli,2025-09,988.0,555.0,1543.0
Uttar Pradesh,Chandauli,2025-10,825.0,426.0,1251.0
Uttar Pradesh,Chandauli,2025-11,1166.0,611.0,1777.0
Uttar Pradesh,Chandauli,2025-12,1036.0,544.0,1580.0
Uttar Pradesh,Chitrakoot,2025-01,26334.0,11973.0,38307.0
Uttar Pradesh,Chitrakoot,2025-02,799.0,433.0,1232.0
Uttar Pradesh,Chitrakoot,2025-03,794.0,422.0,1216.0
Uttar Pradesh,Chitrakoot,2025-04,515.0,314.0,829.0
Uttar Pradesh,Chitrakoot,2025-05,379.0,225.0,604.0
Uttar Pradesh,Chitrakoot,2025-06,677.0,319.0,996.0
Uttar Pradesh,Chitrakoot,2025-07,340.0,200.0,540.0
Uttar Pradesh,Chitrakoot,2025-08,492.0,292.0,784.0
Uttar Pradesh,Chitrakoot,2025-09,602.0,361.0,963.0
Uttar Pradesh,Chitrakoot,2025-10,613.0,412.0,1025.0
Uttar Pradesh,Chitrakoot,2025-11,650.0,371.0,1021.0
Uttar Pradesh,Chitrakoot,2025-12,696.0,381.0,1077.0
Uttar Pradesh,Deoria,2025-01,48852.0,37219.0,86071.0
Uttar Pradesh,Deoria,2025-02,1425.0,1056.0,2481.0
Uttar Pradesh,Deoria,2025-03,1317.0,1062.0,2379.0
Uttar Pradesh,Deoria,2025-04,808.0,816.0,1624.0
Uttar Pradesh,Deoria,2025-05,680.0,579.0,1259.0
Uttar Pradesh,Deoria,2025-06,1396.0,1044.0,2440.0
Uttar Pradesh,Deoria,2025-07,706.0,659.0,1365.0
Uttar Pradesh,Deoria,2025-08,793.0,685.0,1478.0
Uttar Pradesh,Deoria,2025-09,1274.0,1069.0,2343.0
Uttar Pradesh,Deoria,2025-10,1270.0,1180.0,2450.0
Uttar Pradesh,Deoria,2025-11,1458.0,1159.0,2617.0
Uttar Pradesh,Deoria,2025-12,1342.0,981.0,2323.0
Uttar Pradesh,Etah,2025-01,45058.0,14868.0,59926.0
Uttar Pradesh,Etah,2025-02,1024.0,448.0,1472.0
Uttar Pradesh,Etah,2025-03,853.0,491.0,1344.0
Uttar Pradesh,Etah,2025-04,474.0,358.0,832.0
Uttar Pradesh,Etah,2025-05,262.0,181.0,443.0
Uttar Pradesh,Etah,2025-06,624.0,356.0,980.0
Uttar Pradesh,Etah,2025-07,380.0,258.0,638.0
Uttar Pradesh,Etah,2025-08,542.0,334.0,876.0
Uttar Pradesh,Etah,2025-09,764.0,472.0,1236.0
Uttar Pradesh,Etah,2025-10,696.0,426.0,1122.0
Uttar Pradesh,Etah,2025-11,966.0,515.0,1481.0
Uttar Pradesh,Etah,2025-12,1020.0,452.0,1472.0
Uttar Pradesh,Etawah,2025-01,31746.0,16900.0,48646.0
Uttar Pradesh,Etawah,2025-02,852.0,533.0,1385.0
Uttar Pradesh,Etawah,2025-03,806.0,568.0,1374.0
Uttar Pradesh,Etawah,2025-04,550.0,393.0,943.0
Uttar Pradesh,Etawah,2025-05,321.0,244.0,565.0
Uttar Pradesh,Etawah,2025-06,786.0,489.0,1275.0
Uttar Pradesh,Etawah,2025-07,338.0,286.0,624.0
Uttar Pradesh,Etawah,2025-08,499.0,367.0,866.0
Uttar Pradesh,Etawah,2025-09,783.0,571.0,1354.0
Uttar Pradesh,Etawah,2025-10,659.0,449.0,1108.0
Uttar Pradesh,Etawah,2025-11,968.0,598.0,1566.0
Uttar Pradesh,Etawah,2025-12,1082.0,526.0,1608.0
Uttar Pradesh,Faizabad,2025-01,41070.0,16934.0,58004.0
Uttar Pradesh,Faizabad,2025-02,1235.0,626.0,1861.0
Uttar Pradesh,Faizabad,2025-03,1079.0,669.0,1748.0
Uttar Pradesh,Faizabad,2025-04,816.0,479.0,1295.0
Uttar Pradesh,Faizabad,2025-05,502.0,359.0,861.0
Uttar Pradesh,Faizabad,2025-06,1074.0,580.0,1654.0
Uttar Pradesh,Faizabad,2025-07,501.0,344.0,845.0
Uttar Pradesh,Faizabad,2025-08,732.0,431.0,1163.0
Uttar Pradesh,Faizabad,2025-09,1145.0,635.0,1780.0
Uttar Pradesh,Faizabad,2025-10,885.0,523.0,1408.0
Uttar Pradesh,Faizabad,2025-11,1187.0,692.0,1879.0
Uttar Pradesh,Faizabad,2025-12,1070.0,577.0,1647.0
Uttar Pradesh,Farrukhabad,2025-01,32512.0,12120.0,44632.0
Uttar Pradesh,Farrukhabad,2025-02,1312.0,535.0,1847.0
Uttar Pradesh,Farrukhabad,2025-03,1139.0,522.0,1661.0
Uttar Pradesh,Farrukhabad,2025-04,746.0,386.0,1132.0
Uttar Pradesh,Farrukhabad,2025-05,523.0,236.0,759.0
Uttar Pradesh,Farrukhabad,2025-06,787.0,381.0,1168.0
Uttar Pradesh,Farrukhabad,2025-07,459.0,208.0,667.0
Uttar Pradesh,Farrukhabad,2025-08,520.0,282.0,802.0
Uttar Pradesh,Farrukhabad,2025-09,964.0,537.0,1501.0
Uttar Pradesh,Farrukhabad,2025-10,939.0,433.0,1372.0
Uttar Pradesh,Farrukhabad,2025-11,1231.0,521.0,1752.0
Uttar Pradesh,Farrukhabad,2025-12,1192.0,486.0,1678.0
Uttar Pradesh,Fatehpur,2025-01,45601.0,29927.0,75528.0
Uttar Pradesh,Fatehpur,2025-02,1521.0,842.0,2363.0
Uttar Pradesh,Fatehpur,2025-03,1417.0,1015.0,2432.0
Uttar Pradesh,Fatehpur,2025-04,708.0,631.0,1339.0
Uttar Pradesh,Fatehpur,2025-05,531.0,480.0,1011.0
Uttar Pradesh,Fatehpur,2025-06,1127.0,681.0,1808.0
Uttar Pradesh,Fatehpur,2025-07,512.0,436.0,948.0
Uttar Pradesh,Fatehpur,2025-08,687.0,541.0,1228.0
Uttar Pradesh,Fatehpur,2025-09,1122.0,781.0,1903.0
Uttar Pradesh,Fatehpur,2025-10,808.0,578.0,1386.0
Uttar Pradesh,Fatehpur,2025-11,1330.0,951.0,2281.0
Uttar Pradesh,Fatehpur,2025-12,1186.0,905.0,2091.0
Uttar Pradesh,Firozabad,2025-01,53745.0,18720.0,72465.0
Uttar Pradesh,Firozabad,2025-02,1505.0,817.0,2322.0
Uttar Pradesh,Firozabad,2025-03,1237.0,742.0,1979.0
Uttar Pradesh,Firozabad,2025-04,766.0,527.0,1293.0
Uttar Pradesh,Firozabad,2025-05,504.0,338.0,842.0
Uttar Pradesh,Firozabad,2025-06,1108.0,654.0,1762.0
Uttar Pradesh,Firozabad,2025-07,658.0,451.0,1109.0
Uttar Pradesh,Firozabad,2025-08,512.0,292.0,804.0
Uttar Pradesh,Firozabad,2025-09,1168.0,742.0,1910.0
Uttar Pradesh,Firozabad,2025-10,913.0,513.0,1426.0
Uttar Pradesh,Firozabad,2025-11,1374.0,728.0,2102.0
Uttar Pradesh,Firozabad,2025-12,1404.0,676.0,2080.0
Uttar Pradesh,Gautam Buddha Nagar,2025-01,31847.0,27361.0,59208.0
Uttar Pradesh,Gautam Buddha Nagar,2025-02,935.0,705.0,1640.0
Uttar Pradesh,Gautam Buddha Nagar,2025-03,779.0,651.0,1430.0
Uttar Pradesh,Gautam Buddha Nagar,2025-04,412.0,404.0,816.0
Uttar Pradesh,Gautam Buddha Nagar,2025-05,416.0,387.0,803.0
Uttar Pradesh,Gautam Buddha Nagar,2025-06,857.0,682.0,1539.0
Uttar Pradesh,Gautam Buddha Nagar,2025-07,412.0,362.0,774.0
Uttar Pradesh,Gautam Buddha Nagar,2025-08,439.0,408.0,847.0
Uttar Pradesh,Gautam Buddha Nagar,2025-09,603.0,577.0,1180.0
Uttar Pradesh,Gautam Buddha Nagar,2025-10,585.0,490.0,1075.0
Uttar Pradesh,Gautam Buddha Nagar,2025-11,918.0,686.0,1604.0
Uttar Pradesh,Gautam Buddha Nagar,2025-12,793.0,627.0,1420.0
Uttar Pradesh,Ghaziabad,2025-01,68287.0,59784.0,128071.0
Uttar Pradesh,Ghaziabad,2025-02,1651.0,1378.0,3029.0
Uttar Pradesh,Ghaziabad,2025-03,1578.0,1438.0,3016.0
Uttar Pradesh,Ghaziabad,2025-04,913.0,929.0,1842.0
Uttar Pradesh,Ghaziabad,2025-05,754.0,814.0,1568.0
Uttar Pradesh,Ghaziabad,2025-06,1600.0,1321.0,2921.0
Uttar Pradesh,Ghaziabad,2025-07,882.0,779.0,1661.0
Uttar Pradesh,Ghaziabad,2025-08,868.0,799.0,1667.0
Uttar Pradesh,Ghaziabad,2025-09,1390.0,1316.0,2706.0
Uttar Pradesh,Ghaziabad,2025-10,1465.0,1217.0,2682.0
Uttar Pradesh,Ghaziabad,2025-11,1930.0,1576.0,3506.0
Uttar Pradesh,Ghaziabad,2025-12,1766.0,1267.0,3033.0
Uttar Pradesh,Ghazipur,2025-01,57558.0,34144.0,91702.0
Uttar Pradesh,Ghazipur,2025-02,1829.0,1056.0,2885.0
Uttar Pradesh,Ghazipur,2025-03,1543.0,1033.0,2576.0
Uttar Pradesh,Ghazipur,2025-04,1038.0,781.0,1819.0
Uttar Pradesh,Ghazipur,2025-05,685.0,535.0,1220.0
Uttar Pradesh,Ghazipur,2025-06,1497.0,910.0,2407.0
Uttar Pradesh,Ghazipur,2025-07,820.0,487.0,1307.0
Uttar Pradesh,Ghazipur,2025-08,1138.0,716.0,1854.0
Uttar Pradesh,Ghazipur,2025-09,1562.0,929.0,2491.0
Uttar Pradesh,Ghazipur,2025-10,1233.0,850.0,2083.0
Uttar Pradesh,Ghazipur,2025-11,1650.0,1107.0,2757.0
Uttar Pradesh,Ghazipur,2025-12,1463.0,990.0,2453.0
Uttar Pradesh,Gonda,2025-01,62914.0,32255.0,95169.0
Uttar Pradesh,Gonda,2025-02,1773.0,1043.0,2816.0
Uttar Pradesh,Gonda,2025-03,1634.0,1063.0,2697.0
Uttar Pradesh,Gonda,2025-04,956.0,656.0,1612.0
Uttar Pradesh,Gonda,2025-05,807.0,552.0,1359.0
Uttar Pradesh,Gonda,2025-06,1684.0,917.0,2601.0
Uttar Pradesh,Gonda,2025-07,773.0,483.0,1256.0
Uttar Pradesh,Gonda,2025-08,1005.0,697.0,1702.0
Uttar Pradesh,Gonda,2025-09,1570.0,853.0,2423.0
Uttar Pradesh,Gonda,2025-10,1409.0,802.0,2211.0
Uttar Pradesh,Gonda,2025-11,1745.0,1057.0,2802.0
Uttar Pradesh,Gonda,2025-12,1734.0,882.0,2616.0
Uttar Pradesh,Gorakhpur,2025-01,47044.0,62738.0,109782.0
Uttar Pradesh,Gorakhpur,2025-02,1668.0,1731.0,3399.0
Uttar Pradesh,Gorakhpur,2025-03,1575.0,1775.0,3350.0
Uttar Pradesh,Gorakhpur,2025-04,973.0,1181.0,2154.0
Uttar Pradesh,Gorakhpur,2025-05,881.0,938.0,1819.0
Uttar Pradesh,Gorakhpur,2025-06,1948.0,1649.0,3597.0
Uttar Pradesh,Gorakhpur,2025-07,1026.0,1141.0,2167.0
Uttar Pradesh,Gorakhpur,2025-08,952.0,1094.0,2046.0
Uttar Pradesh,Gorakhpur,2025-09,1472.0,1638.0,3110.0
Uttar Pradesh,Gorakhpur,2025-10,1360.0,1439.0,2799.0
Uttar Pradesh,Gorakhpur,2025-11,1674.0,1719.0,3393.0
Uttar Pradesh,Gorakhpur,2025-12,1618.0,1542.0,3160.0
Uttar Pradesh,Hamirpur,2025-01,22642.0,11494.0,34136.0
Uttar Pradesh,Hamirpur,2025-02,648.0,310.0,958.0
Uttar Pradesh,Hamirpur,2025-03,606.0,287.0,893.0
Uttar Pradesh,Hamirpur,2025-04,416.0,237.0,653.0
Uttar Pradesh,Hamirpur,2025-05,280.0,185.0,465.0
Uttar Pradesh,Hamirpur,2025-06,622.0,299.0,921.0
Uttar Pradesh,Hamirpur,2025-07,213.0,116.0,329.0
Uttar Pradesh,Hamirpur,2025-08,354.0,224.0,578.0
Uttar Pradesh,Hamirpur,2025-09,510.0,354.0,864.0
Uttar Pradesh,Hamirpur,2025-10,438.0,277.0,715.0
Uttar Pradesh,Hamirpur,2025-11,631.0,372.0,1003.0
Uttar Pradesh,Hamirpur,2025-12,805.0,291.0,1096.0
Uttar Pradesh,Hapur,2025-01,22554.0,10268.0,32822.0
Uttar Pradesh,Hapur,2025-02,1041.0,396.0,1437.0
Uttar Pradesh,Hapur,2025-03,813.0,346.0,1159.0
Uttar Pradesh,Hapur,2025-04,473.0,249.0,722.0
Uttar Pradesh,Hapur,2025-05,316.0,190.0,506.0
Uttar Pradesh,Hapur,2025-06,659.0,299.0,958.0
Uttar Pradesh,Hapur,2025-07,268.0,146.0,414.0
Uttar Pradesh,Hapur,2025-08,350.0,201.0,551.0
Uttar Pradesh,Hapur,2025-09,585.0,305.0,890.0
Uttar Pradesh,Hapur,2025-10,564.0,298.0,862.0
Uttar Pradesh,Hapur,2025-11,831.0,421.0,1252.0
Uttar Pradesh,Hapur,2025-12,726.0,307.0,1033.0
Uttar Pradesh,Hardoi,2025-01,92231.0,33332.0,125563.0
Uttar Pradesh,Hardoi,2025-02,2856.0,1148.0,4004.0
Uttar Pradesh,Hardoi,2025-03,2507.0,1132.0,3639.0
Uttar Pradesh,Hardoi,2025-04,1535.0,807.0,2342.0
Uttar Pradesh,Hardoi,2025-05,1265.0,616.0,1881.0
Uttar Pradesh,Hardoi,2025-06,2245.0,957.0,3202.0
Uttar Pradesh,Hardoi,2025-07,1296.0,707.0,2003.0
Uttar Pradesh,Hardoi,2025-08,1404.0,711.0,2115.0
Uttar Pradesh,Hardoi,2025-09,2070.0,970.0,3040.0
Uttar Pradesh,Hardoi,2025-10,1974.0,873.0,2847.0
Uttar Pradesh,Hardoi,2025-11,2845.0,1063.0,3908.0
Uttar Pradesh,Hardoi,2025-12,3089.0,963.0,4052.0
Uttar Pradesh,Hathras,2025-01,40499.0,12726.0,53225.0
Uttar Pradesh,Hathras,2025-02,1255.0,413.0,1668.0
Uttar Pradesh,Hathras,2025-03,843.0,374.0,1217.0
Uttar Pradesh,Hathras,2025-04,622.0,271.0,893.0
Uttar Pradesh,Hathras,2025-05,355.0,171.0,526.0
Uttar Pradesh,Hathras,2025-06,916.0,330.0,1246.0
Uttar Pradesh,Hathras,2025-07,367.0,150.0,517.0
Uttar Pradesh,Hathras,2025-08,672.0,298.0,970.0
Uttar Pradesh,Hathras,2025-09,942.0,421.0,1363.0
Uttar Pradesh,Hathras,2025-10,710.0,307.0,1017.0
Uttar Pradesh,Hathras,2025-11,1096.0,435.0,1531.0
Uttar Pradesh,Hathras,2025-12,1206.0,374.0,1580.0
Uttar Pradesh,Jalaun,2025-01,30904.0,17835.0,48739.0
Uttar Pradesh,Jalaun,2025-02,908.0,567.0,1475.0
Uttar Pradesh,Jalaun,2025-03,770.0,604.0,1374.0
Uttar Pradesh,Jalaun,2025-04,459.0,404.0,863.0
Uttar Pradesh,Jalaun,2025-05,305.0,230.0,535.0
Uttar Pradesh,Jalaun,2025-06,586.0,415.0,1001.0
Uttar Pradesh,Jalaun,2025-07,285.0,225.0,510.0
Uttar Pradesh,Jalaun,2025-08,478.0,297.0,775.0
Uttar Pradesh,Jalaun,2025-09,714.0,480.0,1194.0
Uttar Pradesh,Jalaun,2025-10,640.0,384.0,1024.0
Uttar Pradesh,Jalaun,2025-11,893.0,563.0,1456.0
Uttar Pradesh,Jalaun,2025-12,788.0,471.0,1259.0
Uttar Pradesh,Jaunpur,2025-01,61910.0,43648.0,105558.0
Uttar Pradesh,Jaunpur,2025-02,2565.0,1577.0,4142.0
Uttar Pradesh,Jaunpur,2025-03,2110.0,1608.0,3718.0
Uttar Pradesh,Jaunpur,2025-04,1464.0,1183.0,2647.0
Uttar Pradesh,Jaunpur,2025-05,914.0,739.0,1653.0
Uttar Pradesh,Jaunpur,2025-06,2006.0,1334.0,3340.0
Uttar Pradesh,Jaunpur,2025-07,914.0,718.0,1632.0
Uttar Pradesh,Jaunpur,2025-08,1565.0,1096.0,2661.0
Uttar Pradesh,Jaunpur,2025-09,2060.0,1435.0,3495.0
Uttar Pradesh,Jaunpur,2025-10,1797.0,1311.0,3108.0
Uttar Pradesh,Jaunpur,2025-11,2291.0,1687.0,3978.0
Uttar Pradesh,Jaunpur,2025-12,2291.0,1391.0,3682.0
Uttar Pradesh,Jhansi,2025-01,40323.0,26457.0,66780.0
Uttar Pradesh,Jhansi,2025-02,1500.0,912.0,2412.0
Uttar Pradesh,Jhansi,2025-03,1216.0,859.0,2075.0
Uttar Pradesh,Jhansi,2025-04,732.0,589.0,1321.0
Uttar Pradesh,Jhansi,2025-05,590.0,442.0,1032.0
Uttar Pradesh,Jhansi,2025-06,1200.0,810.0,2010.0
Uttar Pradesh,Jhansi,2025-07,448.0,382.0,830.0
Uttar Pradesh,Jhansi,2025-08,765.0,581.0,1346.0
Uttar Pradesh,Jhansi,2025-09,1183.0,939.0,2122.0
Uttar Pradesh,Jhansi,2025-10,1012.0,696.0,1708.0
Uttar Pradesh,Jhansi,2025-11,1458.0,960.0,2418.0
Uttar Pradesh,Jhansi,2025-12,1404.0,795.0,2199.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-01,0.0,3.0,3.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-02,1.0,6.0,7.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-03,0.0,9.0,9.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-04,0.0,4.0,4.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-05,2.0,0.0,2.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-06,0.0,10.0,10.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-07,1.0,1.0,2.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-08,4.0,3.0,7.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-09,4.0,5.0,9.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-10,0.0,9.0,9.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-11,2.0,5.0,7.0
Uttar Pradesh,Jyotiba Phule Nagar,2025-12,1.0,9.0,10.0
